"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","FJI","Fiji","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",1,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17.1,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",1,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17.1,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.1,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.3,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.1,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.3,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.1,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.1,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.1,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.1,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",33.1,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24.4,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.7,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",33.1,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24.4,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.7,,
"AME","Americas","GRD","Grenada","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"AME","Americas","GRD","Grenada","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","GRD","Grenada","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","GRD","Grenada","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",33.3,,
"ALL","All regions","GRD","Grenada","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GRD","Grenada","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GRD","Grenada","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GRD","Grenada","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",33.3,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",18,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.7,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",18,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.7,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",80,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.9,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",80,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.9,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",1,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",13.7,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",1,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",13.7,,
"AME","Americas","GUY","Guyana","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","GUY","Guyana","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"AME","Americas","GUY","Guyana","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","GUY","Guyana","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",31.9,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",31.9,,
"AME","Americas","HTI","Haiti","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",33,,
"AME","Americas","HTI","Haiti","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.8,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",2.5,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",33,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.8,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",2.5,,
"AME","Americas","HND","Honduras","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","HND","Honduras","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.6,,
"AME","Americas","HND","Honduras","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"AME","Americas","HND","Honduras","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","HND","Honduras","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.1,,
"ALL","All regions","HND","Honduras","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.6,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",1,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.1,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.3,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.4,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",14.7,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.3,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.4,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",14.7,,
"ASI","Asia","IND","India","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",75.9,,
"ASI","Asia","IND","India","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"ASI","Asia","IND","India","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28.7,,
"ASI","Asia","IND","India","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","IND","India","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","IND","India","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.8,,
"ALL","All regions","IND","India","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",75.9,,
"ALL","All regions","IND","India","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"ALL","All regions","IND","India","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28.7,,
"ALL","All regions","IND","India","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","IND","India","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","IND","India","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.8,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",18.3,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.8,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",18.3,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.8,,
"ASI","Asia","IRN","Iran","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",5.9,,
"ALL","All regions","IRN","Iran","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",5.9,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",69.5,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",25.3,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",69.5,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",25.3,,
"ASI","Asia","ISR","Israel","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",47.6,,
"ASI","Asia","ISR","Israel","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"ASI","Asia","ISR","Israel","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","ISR","Israel","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","ISR","Israel","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.5,,
"ALL","All regions","ISR","Israel","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",47.6,,
"ALL","All regions","ISR","Israel","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ISR","Israel","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ISR","Israel","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ISR","Israel","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.5,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17.5,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17.5,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",88.9,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",15.4,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",88.9,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",15.4,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",37.6,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.1,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",37.6,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.1,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",39.4,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.8,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",39.4,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.8,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.2,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.5,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",3.1,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.2,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.5,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",3.1,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",38.8,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25.4,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.2,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",38.8,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25.4,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.2,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15.3,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.5,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15.3,,
